fLength,fWidth,fSize,fAsym,fM3Long,fAlpha,class
93.4162,32.545,3.641,-23.6075,61.4786,0.3386,0
17.6569,10.4081,2.3598,19.9805,12.0855,19.9398,0
81.7075,44.6295,3.7185,-55.9672,-55.2433,8.9721,0
33.2471,27.8652,3.279,12.9281,-18.4061,87.3749,0
40.6832,17.2742,2.8785,36.8293,22.5909,13.5875,0
64.3029,16.4474,2.9383,-38.3076,16.6768,7.8144,0
99.4896,45.3214,4.1312,-29.3517,84.6158,2.297,0
30.1451,20.7493,3.0537,-3.3422,25.0588,11.983,0
31.9404,17.4155,2.7054,-47.7046,-17.4858,29.895,0
49.3329,22.2996,2.9047,-18.9382,50.8936,33.805,0
21.2971,6.9323,2.1089,23.1009,12.3351,74.355,0
21.5929,12.4539,2.3512,0.1172,-4.3583,58.329,0
71.4573,13.4302,2.6848,-66.499,54.8724,6.0914,0
24.536,10.2893,2.4541,-19.2405,18.7479,21.592,0
24.0748,16.458,2.6112,-2.9543,4.8933,0.893,0
21.6732,10.3466,2.1761,-5.6489,17.5152,39.441,0
105.542,43.8049,3.2549,-56.2991,81.1,24.157,0
26.6758,10.1784,2.3414,41.8265,-18.2081,13.928,0
31.4908,10.9882,2.5575,-26.4721,-15.2539,6.1882,0
19.295,14.1814,2.3454,-20.7896,-17.9627,69.122,0
38.0445,18.8426,2.6551,-59.5288,18.2479,12.735,0
25.4335,16.492,2.5605,34.8621,-9.8857,2.276,0
41.0855,22.6806,3.1757,-9.0496,10.8967,8.0235,0
20.3884,9.4149,2.2625,-3.5893,14.5879,23.077,0
35.5728,11.6778,2.5988,-4.1647,-25.8459,3.776,0
30.1393,12.6966,2.673,-6.118,9.4996,24.192,0
101.039,35.1399,3.0869,-151.843,-47.9068,11.885,0
51.5202,19.258,2.6959,-65.5257,40.6714,13.747,0
38.2871,16.452,2.3775,27.1041,21.9944,46.6248,0
35.2689,18.4724,2.8331,2.2985,25.2277,12.9944,0
41.4518,12.2506,2.6707,-16.7081,-25.38,32.8027,0
36.423,15.3431,2.9159,-9.3078,-14.4844,2.4,0
22.9102,15.7621,2.6217,0.9667,20.4585,25.715,0
30.4306,21.2721,2.9701,-1.8203,-13.407,0.5273,0
19.2635,7.4589,2.1287,-0.6821,5.437,77.957,0
53.0002,21.3824,3.0147,-46.8912,-30.2898,1.103,0
22.6241,15.8195,2.5821,-20.3539,-15.1246,5.6815,0
29.5519,15.6218,2.7486,-9.2178,-20.5552,6.6996,0
42.9047,13.9391,3.0682,12.8989,32.7874,0.839,0
29.1785,12.8461,2.643,13.9063,25.4132,21.5337,0
24.1038,15.8991,2.3729,12.8385,20.2538,37.5625,0
47.0455,24.8614,2.8597,43.8736,30.9172,0.277,0
20.7751,10.7539,2.2856,-6.7961,17.7862,28.623,0
32.8653,17.3477,2.8179,6.3889,17.788,12.413,0
54.1138,12.2997,2.6314,35.4775,50.2178,2.9862,0
87.1984,27.0197,3.5433,-105.018,71.9328,0.883,0
21.8483,12.7848,2.3757,-28.5594,-9.35,28.132,0
18.1675,10.6015,2.2122,-1.2177,6.9935,34.9363,0
19.8847,10.9625,2.3729,14.8261,18.6013,24.9395,0
30.1452,16.1708,2.7578,-45.7699,-15.2411,31.5548,0
16.5471,11.2976,2.2041,-0.7853,4.1978,55.8503,0
33.4458,20.9121,2.7727,-15.7764,12.7581,27.0291,0
16.7429,15.1867,2.3096,-1.6276,-14.8761,68.6733,0
88.1997,22.1223,3.1931,10.1997,77.8023,12.3059,0
35.9312,22.143,2.8136,-6.3018,29.1571,15.5754,0
31.0586,16.9068,2.5999,13.709,21.735,11.7643,0
28.9791,12.4366,2.4362,14.8025,14.2953,21.6114,0
22.3784,19.1658,2.6498,9.1071,10.6441,27.0844,0
45.1917,16.5049,2.9125,16.8674,33.7819,3.06,0
106.008,20.3299,2.5384,-131.404,82.9771,6.8644,0
33.8423,13.4603,2.7631,3.4144,22.9935,14.9219,0
66.2579,18.7394,2.7197,61.1647,59.6429,17.172,0
26.456,18.0344,2.7749,7.6496,11.092,27.768,0
39.5943,19.3694,2.9921,0.9897,23.3149,2.8951,0
26.6048,17.7514,2.8998,17.1385,19.6058,11.4622,0
26.6892,10.8106,2.5999,-7.8042,12.1072,5.8253,0
27.5964,27.3376,2.7843,1.0541,19.839,24.3712,0
18.8423,16.7069,2.3493,-19.5952,-19.1171,79.698,0
81.2862,14.7447,2.8976,94.9817,61.5228,4.129,0
12.7848,11.5692,2.2188,15.2986,-7.0807,86.4459,0
20.7684,7.203,2.1629,-0.406,5.7016,26.499,0
49.7442,26.6913,3.4442,0.6152,-24.7504,7.3364,0
19.5201,16.5254,2.2923,-26.0339,12.899,81.779,0
30.4274,25.0561,2.8503,-15.0762,-7.8397,32.497,0
46.2842,25.4463,3.1094,62.6102,19.3928,5.452,0
102.077,17.4616,2.9943,-150.671,48.1427,4.3488,0
98.3607,25.1592,3.4009,115.75,92.2918,2.9063,0
62.4243,21.1078,3.2783,-10.4586,24.1103,2.979,0
20.5613,12.4151,2.3589,-24.4586,-14.527,4.7412,0
31.9789,16.2532,2.6107,-25.5846,-11.0711,15.3064,0
29.8384,12.1334,2.3729,42.6941,-11.3444,1.575,0
32.7377,16.3811,2.9337,22.3459,17.2871,15.842,0
31.546,20.8928,2.6613,15.9701,30.8087,40.323,0
19.1111,12.3937,2.5244,0.3835,8.5182,61.988,0
39.9822,19.5534,2.8041,27.7869,27.8685,36.4581,0
37.6154,14.2861,2.5085,60.1222,-28.7116,13.394,0
26.5364,14.8915,2.6955,-4.2065,18.034,15.321,0
41.1201,32.9111,3.397,-18.0977,24.4557,84.7514,0
43.0627,24.468,3.1593,5.9946,-36.3161,2.85,0
25.8224,7.0937,2.29,-9.6906,-13.6263,31.469,0
46.3906,26.0811,3.3427,23.3161,-28.059,1.818,0
56.8518,19.6101,2.9398,-80.6783,15.7759,7.6682,0
48.6388,9.0466,2.5849,6.8177,45.4794,0.204,0
19.021,7.4598,2.1383,1.5639,-6.8371,14.441,0
26.1827,22.0968,2.3757,29.6271,-8.1313,14.6067,0
94.0642,18.9737,3.1281,38.5984,81.5687,4.9933,0
29.1486,16.3655,2.7756,-9.5722,-19.5828,15.2554,0
31.9077,8.7097,2.3775,13.7771,18.6176,5.9537,0
45.0159,20.7843,2.9297,36.9017,-15.5396,10.558,0
70.2269,46.2068,3.6767,81.9523,46.7629,9.1982,0
51.3033,25.6944,3.2916,58.597,-17.6163,9.668,0
119.371,116.342,4.8025,-136.678,85.6656,19.9605,0
88.5664,45.1884,3.8493,-22.6832,-33.2713,5.1478,0
17.5738,10.9547,2.2765,2.4225,-8.4245,23.896,0
24.6029,10.7238,2.3971,15.4058,18.5352,8.667,0
172.979,18.5465,2.695,-149.441,80.837,0.329,0
30.3706,20.1588,2.5711,1.1567,-13.1034,60.7795,0
61.8847,30.7737,3.3599,43.1582,52.6065,0.0235,0
38.8804,11.9079,2.6994,-13.3895,-28.9003,3.533,0
12.5554,11.8899,2.0588,16.2973,-10.0733,77.047,0
17.1269,11.008,2.4518,3.5181,-8.5602,10.545,0
34.3515,17.7977,2.8385,39.6559,27.3734,0.4904,0
24.9766,15.7262,2.5635,20.7198,25.4249,2.298,0
68.3934,23.161,2.8109,-54.154,-22.6559,7.9012,0
85.2939,30.9097,3.6512,62.5144,74.9125,2.4232,0
59.5126,31.0478,3.2827,58.4711,61.3665,1.5087,0
18.0933,15.3799,2.2978,-5.8481,15.9569,82.7585,0
21.4177,6.6608,2.1123,20.9604,15.1482,38.6953,0
54.6903,13.3808,2.6498,9.216,41.7832,22.307,0
45.7388,14.8798,3.1654,42.1786,32.4473,5.0177,0
91.9596,25.8895,3.6091,49.0344,97.9016,7.4474,0
19.1712,16.2259,2.3149,16.2374,16.6594,84.4501,0
33.7977,20.0272,2.9133,23.7078,-24.1045,14.0395,0
35.4667,18.4387,3.1173,6.5021,25.3813,1.048,0
77.2225,17.6041,2.8319,68.4064,52.9458,3.947,0
28.1919,20.8982,2.8251,-3.7079,13.0192,80.2551,0
47.9982,27.2546,3.4081,-10.9705,-40.2479,3.0708,0
34.7714,17.8139,2.7835,23.7456,30.3091,0.831,0
12.6054,11.8205,2.1746,-16.0961,9.8325,6.0163,0
20.4623,7.274,2.0394,0.8144,-6.9468,78.8874,0
31.3847,13.2101,2.6561,25.5832,11.6885,55.967,0
36.2174,17.4475,2.8041,20.3095,24.7243,3.713,0
30.8784,17.2585,2.7589,31.0391,19.2528,13.7391,0
35.4526,10.27,2.2822,11.6759,19.5069,17.278,0
46.1928,11.6604,2.7608,41.0504,25.719,2.76,0
35.0856,17.7549,2.9217,5.7032,22.9087,19.8801,0
43.1636,16.2751,2.7439,-24.1711,-29.2344,43.9162,0
22.8945,12.8986,2.1987,14.9756,9.3203,52.36,0
28.5956,23.4599,2.9865,37.2139,22.6608,5.359,0
29.3314,18.0657,2.4706,30.637,17.4264,10.7423,0
107.597,46.4634,4.0313,-82.3014,72.13,3.503,0
30.1039,16.9787,2.9151,14.0798,26.4652,14.6972,0
46.5349,16.8051,2.9978,17.0699,30.3234,8.698,0
72.5221,21.6377,3.2048,70.6315,65.5715,0.386,0
24.5827,17.8604,2.5955,8.9796,-7.8221,13.7582,0
41.7932,20.9993,2.9621,48.4576,11.9051,13.6362,0
91.4572,45.5227,4.2044,103.116,76.0204,1.22,0
39.5326,10.7886,2.3646,50.5459,-18.8,9.0374,0
39.6948,16.6179,2.8837,2.875,-13.4913,6.11,0
90.4031,38.4807,3.876,-82.9839,48.2571,1.5824,0
42.3083,17.4667,3.063,-1.6417,-18.4165,1.0036,0
55.8974,21.1167,3.3867,13.3262,38.6111,10.241,0
21.5669,17.6416,2.5465,3.5979,17.7038,45.454,0
40.3756,23.5152,2.7774,50.5773,38.3548,6.978,0
79.8079,23.1663,3.3959,-15.812,72.6058,1.1324,0
65.6077,21.9075,3.4512,43.03,67.8894,10.6894,0
13.0133,10.5199,2.2188,12.8519,4.3884,31.914,0
36.7226,23.1042,2.9906,19.3852,-22.9758,9.5163,0
46.6791,17.5998,3.1381,12.3637,49.0497,0.461,0
54.1831,21.9595,3.0792,-84.935,27.3935,1.5703,0
95.5849,9.9083,2.6902,23.7516,87.6339,0.7801,0
23.1066,9.5338,2.4141,13.1172,-6.6128,11.2044,0
81.8712,40.5124,3.5649,-26.1619,-26.2463,1.825,0
62.7921,25.7291,3.3498,41.2823,57.4163,2.477,0
36.5926,12.6364,2.7011,36.8992,30.5255,6.7752,0
30.411,7.495,2.2833,-12.4814,9.9073,51.112,0
45.2957,24.5599,3.0441,49.259,37.6472,8.201,0
142.563,13.4473,2.7447,-131.051,71.1985,0.8956,0
81.2144,27.8229,3.9569,45.9843,71.4551,0.2799,0
96.5965,37.0646,3.2999,-45.6339,-82.5645,4.591,0
22.2034,10.94,2.3892,16.3374,18.7733,51.144,0
83.5277,21.7244,3.1987,59.2782,79.2466,6.34,0
28.0012,8.888,2.3608,-35.4918,-12.289,16.315,0
19.4247,13.4496,2.5447,-3.2619,15.1521,68.1324,0
53.9567,15.7769,2.938,14.0632,-22.7371,0.2989,0
26.9196,17.5294,2.6684,-5.5426,18.9954,7.9478,0
90.6123,36.4748,3.6258,-58.4457,-26.7678,4.6584,0
41.5858,17.6248,3.022,25.7111,22.9679,4.53,0
58.3354,20.862,3.2316,51.4594,51.0709,3.9671,0
20.8589,16.1131,2.4997,10.1979,10.8038,36.551,0
45.4666,14.8112,2.6906,25.4834,24.4189,15.5689,0
54.323,21.3628,3.3105,-93.2578,20.9643,6.759,0
31.9543,15.3539,2.6604,14.7364,19.2773,2.124,0
71.3588,34.9759,3.5158,19.2408,70.827,1.576,0
80.393,24.7088,3.1874,0.9793,43.4367,0.3113,0
60.8649,14.4934,2.8689,-48.7893,23.8006,4.081,0
36.3933,14.9178,2.9292,46.1626,29.8447,2.6313,0
19.9697,12.0635,2.2989,8.9327,20.5025,2.681,0
23.9923,22.4191,2.6069,-14.6134,16.1367,44.853,0
59.4502,18.2507,2.6493,22.6093,62.4,0.1321,0
48.3912,18.4805,2.9408,20.4114,29.5839,2.6896,0
13.0447,11.1348,2.3253,-14.8618,4.6115,25.658,0
28.1559,14.9064,2.549,12.9578,12.4334,25.4801,0
38.3688,15.7524,2.9501,9.5988,31.0955,3.764,0
21.3305,12.7697,2.3334,-27.3154,-10.8733,15.8492,0
31.5005,10.8628,2.6191,-20.0983,-17.5151,31.413,0
23.2199,12.5471,2.4306,25.9603,11.3088,2.3661,0
13.0171,11.0189,2.1351,-14.2679,6.0922,2.5667,0
25.2252,19.1098,2.5237,-17.6225,-13.8865,2.558,0
43.3839,29.4361,3.3516,34.1361,33.509,6.0236,0
26.9276,11.8845,2.2636,9.3925,11.4899,40.449,0
71.3117,23.1143,3.0598,-41.0354,48.3128,6.3073,0
17.0422,11.0571,2.2227,2.5232,-7.3054,11.4165,0
21.0039,9.4136,2.4843,-0.1722,12.1835,16.0043,0
92.4111,42.428,4.1425,49.6948,74.1526,2.217,0
21.4431,9.4953,2.2742,0.937,-13.1833,29.712,0
18.6708,16.0295,2.7608,0.69,-5.2808,9.397,0
18.8887,12.2503,2.4691,-14.102,-17.0104,5.448,0
18.1602,10.3203,2.2553,-2.3181,8.3368,79.697,0
17.0911,10.5528,2.3909,-3.3729,7.3418,14.894,0
39.617,17.3085,2.7423,18.1858,32.7001,9.772,0
15.9438,11.2942,2.4014,-3.2111,4.3181,46.6417,0
27.4626,15.926,2.5933,15.3664,11.7305,4.914,0
51.5943,20.6735,3.0149,-7.4779,45.3766,10.02,0
25.812,10.1488,2.2956,-10.5069,-19.7376,37.8541,0
22.0678,10.6681,2.3747,-17.0286,-17.382,35.542,0
55.5017,28.7067,3.411,-26.2959,31.4793,0.936,0
77.9731,28.946,3.8051,50.714,58.899,2.4615,0
38.9507,10.7738,2.6665,-21.0756,-28.2104,2.2136,0
66.2317,28.0831,3.4596,81.8702,48.5886,8.1299,0
106.969,37.1984,4.1184,-184.113,75.1862,0.252,0
76.155,8.1925,2.499,88.9073,49.5727,1.209,0
21.974,11.53,2.3201,-10.7185,-20.5018,23.452,0
57.9816,28.8317,2.9969,-72.4177,-32.9045,9.023,0
26.335,18.2389,2.5798,5.7992,5.1252,79.591,0
40.8914,14.4618,2.6096,-8.1308,-23.988,5.2595,0
12.4751,11.9957,2.1222,16.4275,-9.8675,16.29,0
57.4339,12.1793,2.5478,-93.4655,44.0583,11.365,0
74.7915,22.9493,2.9836,-45.5277,69.2272,11.45,0
57.3784,11.9098,2.5058,26.193,44.5276,21.804,0
57.4424,38.099,3.718,30.1836,35.9114,3.1991,0
54.2678,23.667,3.1062,69.796,43.4352,2.103,0
21.2928,7.0199,2.1055,-24.635,-9.5293,23.036,0
41.8047,19.8119,2.924,27.2941,30.2703,3.29,0
39.4933,13.0682,2.6866,10.1851,22.5587,10.878,0
22.9555,12.1637,2.5065,10.4631,3.4829,27.041,0
75.1882,18.6423,2.9571,5.3992,63.8301,1.253,0
16.4178,11.3364,2.3324,-2.3333,5.9175,65.558,0
41.606,25.6456,2.9717,29.1389,-7.0886,20.3344,0
22.8211,11.4851,2.3988,11.9173,20.5853,8.907,0
12.7445,11.6208,2.0881,-15.4693,8.1816,4.555,0
39.6591,20.9084,3.0147,22.5436,40.8734,3.7613,0
24.0005,16.3923,2.5263,16.1047,-19.0498,6.9421,0
35.8011,19.4776,2.7821,-3.7371,20.2131,6.5,0
71.912,18.1349,3.3059,65.3485,66.7547,0.738,0
50.9418,21.5709,3.2002,-16.3625,-44.7336,2.8444,0
12.9131,11.3783,2.0986,-15.0376,4.2909,84.6315,0
37.2735,20.2912,2.3909,-40.9821,-25.8559,17.7959,0
66.9411,22.6725,3.0594,51.7194,76.8033,5.633,0
21.283,6.4967,2.1717,19.5499,16.4665,10.167,0
52.9929,17.9574,2.8579,-36.8339,40.5554,4.885,0
45.8448,25.5516,3.1402,69.452,23.7428,0.8053,0
60.4087,15.2666,2.9175,67.2909,40.1999,2.6457,0
20.9316,15.2379,2.4857,25.2371,14.1903,36.675,0
100.012,44.7902,4.1322,43.2948,89.1063,3.081,0
38.9342,20.5513,3.1133,2.8118,-11.6282,5.5697,0
50.7355,13.8768,2.4886,22.9626,32.073,25.98,0
22.1148,11.2098,2.2068,12.3217,19.5864,72.274,0
35.2851,18.8631,2.8817,8.238,23.0309,16.104,0
25.4223,0.0038,2.1383,-28.6911,-11.0853,26.188,0
24.8562,10.9226,2.4306,-8.4249,-19.4875,22.9883,0
37.0231,11.8232,2.4472,35.0821,18.4226,7.418,0
26.3386,10.9589,2.3918,-6.3139,-14.9162,11.8733,0
43.3005,17.4843,2.6812,-13.7499,-21.9973,3.1075,0
25.1127,16.9364,2.5569,6.6768,-14.2513,70.2428,0
32.748,8.7535,2.4314,22.3976,17.2276,8.4594,0
74.2393,23.5248,3.2633,12.1422,68.1582,3.5078,0
30.1291,20.7916,2.7037,18.561,-21.6917,1.7477,0
58.0322,22.3142,2.8834,3.3338,-64.5845,30.337,0
33.5981,14.042,2.7756,44.8047,22.0735,16.463,0
28.6949,10.4523,2.3149,3.0328,23.0202,19.258,0
134.663,29.5603,3.5792,-90.5895,87.8003,1.916,0
45.4177,24.4525,3.237,21.0825,23.2203,4.526,0
52.6722,25.3677,3.2845,14.1404,38.0266,7.2741,0
24.2215,13.5799,2.3683,-24.4026,-12.4316,0.075,0
91.1228,32.0506,3.6607,-77.0352,-63.0946,1.133,0
71.8513,18.648,2.9393,52.4806,68.707,21.0501,0
70.5964,30.3323,3.3775,70.3727,77.1431,7.4539,0
13.0804,10.9402,2.2,14.2853,-4.9732,47.048,0
12.9604,11.2107,2.1569,-14.7113,6.7743,28.2782,0
64.1662,20.4815,3.0195,29.0729,53.8111,3.865,0
21.5363,9.9292,2.2672,22.0481,18.4537,24.0767,0
26.7641,19.6261,2.5563,-17.5915,14.6437,32.534,0
47.8668,18.5332,2.9542,56.9822,36.1669,1.5342,0
98.719,26.9246,3.2377,-68.3614,40.0072,0.8402,0
31.7833,16.3332,2.6785,33.2758,27.5985,3.234,0
25.1793,19.3632,2.8283,11.1412,-17.8042,48.4993,0
59.2995,26.4444,3.1974,-5.7776,43.5539,11.448,0
32.8822,20.0957,2.5563,37.8238,-29.1678,8.007,0
77.2563,17.0324,3.0332,-102.499,56.8561,1.922,0
72.6459,23.2236,3.1902,-60.2678,41.3896,5.284,0
36.9759,25.5087,3.0833,35.107,22.5906,3.906,0
88.3799,23.7348,3.2642,-1.3763,76.8995,0.949,0
21.3067,10.7626,2.2625,16.6042,17.7574,4.267,0
24.51,16.2319,2.6048,-10.8604,-14.3725,66.6354,0
20.5128,15.7439,2.4314,-29.0561,11.2712,21.6049,0
24.0471,14.086,2.667,27.1514,19.5702,31.0402,0
40.912,31.2124,3.6204,18.7943,22.8315,14.608,0
91.573,37.3135,3.3333,-56.7903,-80.6057,7.388,0
105.135,53.3001,4.3727,15.9239,85.2481,1.5862,0
31.9795,10.8835,2.3927,19.7412,26.6413,13.4176,0
78.5721,32.4639,3.0228,-95.6297,51.029,9.643,0
54.6094,22.2694,2.8794,-82.0302,35.7096,2.1067,0
92.7187,21.9532,2.792,65.1644,90.659,49.689,0
26.9279,16.4598,2.5944,16.5826,15.3732,3.3499,0
20.4844,12.5957,2.4556,0.549,-2.548,63.2473,0
56.6077,24.9021,3.568,58.7155,51.7478,2.4729,0
19.6767,12.3502,2.317,0.4466,6.0898,53.718,0
39.558,18.4668,2.7566,-0.2109,-33.1858,3.443,0
34.9166,10.8864,2.4713,41.7939,27.4707,11.566,0
88.5701,29.8984,3.7112,-90.6991,79.5038,3.266,0
100.286,20.9058,3.0392,117.449,-46.446,4.664,0
46.2801,16.3144,2.8979,-25.6625,-23.6669,50.944,0
55.8635,22.3785,2.6556,-81.191,38.6814,2.6299,0
16.8461,11.1648,2.4683,3.9076,-8.6159,31.5053,0
56.9612,26.2149,2.8205,8.7576,69.3864,39.579,0
20.3836,6.9632,2.1508,20.809,14.0899,78.236,0
61.4065,23.6761,3.2221,5.489,58.0511,8.6684,0
12.8465,11.3958,2.0986,-15.0141,8.3864,67.814,0
50.321,22.4097,2.7585,-15.2974,35.9781,7.3695,0
58.7256,19.9475,2.8293,-77.8216,28.2398,3.973,0
31.1396,24.7569,2.7642,-53.2459,17.078,4.6106,0
57.0652,24.0205,3.745,40.7773,46.2678,1.963,0
21.2721,10.4919,2.3802,19.36,20.1849,38.5604,0
27.2053,14.347,2.635,-0.5521,21.9019,1.8909,0
39.196,15.1294,2.5051,10.1254,13.5262,14.662,0
49.9884,18.3477,2.9983,-6.3434,28.8756,4.2187,0
35.4716,17.892,2.7551,7.156,-24.0317,20.1401,0
34.8702,18.7861,2.639,-25.4291,12.7094,25.139,0
21.1548,7.0846,2.0473,-25.3255,-7.4102,47.4731,0
24.8336,20.0498,2.6117,3.552,16.857,83.6202,0
22.4568,12.7081,2.1987,15.1961,13.0024,46.9182,0
41.4527,17.1977,2.8606,24.7647,41.727,9.14,0
38.8391,15.9078,2.9258,39.5815,26.9197,16.5236,0
37.5499,26.0823,2.9987,-6.2596,26.39,26.688,0
75.469,21.3266,3.1438,-67.8031,64.5172,3.0461,0
78.0691,27.809,3.3742,-37.9283,63.1791,0.916,0
52.7965,18.233,2.9564,90.0719,20.9841,2.973,0
26.1702,17.3918,2.6299,3.3366,23.0898,73.17,0
31.2102,12.0088,2.4786,24.9965,19.9731,5.3152,0
37.7815,19.2263,2.9172,39.0087,-17.6336,2.705,0
62.4314,20.7422,3.0569,21.528,35.1855,1.784,0
38.9485,13.0618,2.7868,-18.9937,15.9023,4.379,0
77.8915,20.9698,3.0695,12.6959,66.5833,2.1148,0
105.044,52.2112,4.276,53.6271,73.2952,1.96,0
30.735,12.6049,2.5058,8.5614,-12.4211,2.8735,0
28.7649,8.2457,2.2553,30.6864,22.0444,11.0535,0
18.9362,7.0275,2.2978,20.213,12.4298,57.9071,0
22.0396,16.2619,2.5575,8.6338,18.1957,31.06,0
27.0518,14.2138,2.4281,24.2779,-19.4808,39.776,0
88.71,22.2557,2.8195,-155.943,75.7713,0.485,0
12.8955,11.348,2.1538,-14.9658,7.3404,22.118,0
23.5602,17.8801,2.6243,2.1093,18.9767,25.4166,0
22.3607,12.3815,2.3253,-1.331,9.8102,23.99,0
21.9365,11.2057,2.2405,-14.9529,-19.5206,57.4577,0
96.8446,23.4002,3.4076,73.8494,104.504,0.7867,0
26.24,11.9813,2.4764,9.7825,16.9651,9.256,0
28.0588,17.4177,2.7214,-17.146,-10.5734,28.4823,0
38.1346,17.4613,2.7853,18.5147,-19.4021,11.418,0
18.5062,10.158,2.2967,21.2603,12.0872,0.3676,0
89.8985,22.9147,3.1324,16.7531,-46.1802,6.8413,0
34.6492,14.9269,2.5434,19.0188,16.9082,34.9593,0
37.0974,15.4434,2.7612,-27.303,21.465,8.163,0
36.081,14.6095,2.4586,25.6177,21.2675,4.7156,0
29.4785,17.643,2.6981,-39.198,-23.2521,2.1841,0
86.9004,23.8869,3.4157,-22.8017,-59.6391,1.2007,0
17.4375,14.6998,2.3284,-2.9509,-14.1617,17.627,0
56.8061,18.1476,2.9829,22.455,56.0984,11.1946,0
42.423,15.9965,2.7097,4.7791,21.3706,6.304,0
21.3858,17.6684,2.5545,11.5538,10.908,33.326,0
19.32,7.2007,2.2636,-5.615,11.6404,24.1032,0
35.611,18.1687,2.9151,22.1723,36.917,26.547,0
21.0932,6.9149,2.1055,22.1123,13.4576,15.343,0
57.6796,22.1521,3.1581,36.6737,54.0013,10.262,0
20.4749,10.3962,2.2718,-7.0831,17.3553,19.0444,0
75.0502,21.8345,3.1326,-46.6915,53.0248,1.2422,0
32.6845,15.3549,2.8017,-13.13,-24.8278,12.3857,0
24.3377,11.0705,2.5977,-13.5348,-10.3792,2.8878,0
56.8961,16.6032,2.9786,-13.4388,50.8119,1.38,0
20.8833,16.8717,2.5611,-5.7111,16.1787,17.9992,0
13.1823,10.6003,2.2799,13.6919,4.3486,13.1938,0
12.9945,10.9917,2.1658,-14.087,6.3577,60.204,0
26.5656,11.9031,2.3936,-9.5216,-14.7146,57.6366,0
93.6758,32.3094,3.5178,0.8677,55.2096,0.026,0
28.3624,15.9281,2.5237,8.0848,-10.2841,27.4515,0
21.8031,9.7761,2.2672,5.1895,-16.8994,23.2813,0
28.0211,19.5101,2.7431,14.0188,22.3758,85.3717,0
71.5533,20.3187,2.7997,-24.688,56.0385,5.421,0
27.4986,6.9559,2.2279,-10.4635,-14.3059,43.9124,0
18.1202,10.6294,2.3766,8.1281,-15.6172,37.8225,0
27.4371,11.7539,2.4393,5.8582,16.2187,14.76,0
35.2375,9.4788,2.4265,32.4648,-24.6124,11.053,0
90.5838,25.593,3.3384,-14.7829,81.6437,0.443,0
21.1322,10.8373,2.3181,-6.3786,17.9514,72.539,0
45.4241,15.3792,2.9159,-29.4628,-10.2001,7.295,0
58.4263,24.0523,2.9692,-48.2052,-40.5965,4.377,0
20.4669,12.8241,2.3971,-11.1968,-5.9458,26.0698,0
23.686,16.7064,2.5051,12.9614,19.839,23.211,0
20.7813,15.6343,2.2541,-3.2591,17.0888,37.454,0
32.4106,12.9067,2.4646,12.1954,22.2017,13.097,0
49.0727,27.3878,2.9183,10.9323,-25.8211,5.1931,0
86.9287,23.861,3.0147,-115.494,67.8687,2.3402,0
41.4007,24.7585,2.9425,20.1941,24.0314,21.9634,0
24.4431,7.1007,2.3424,-11.4103,-11.2916,9.668,0
23.0412,18.2981,2.4175,32.1893,-15.2217,58.5536,0
30.5799,17.6846,2.7063,31.8659,-15.4914,3.1547,0
62.634,22.0529,3.3761,53.0492,57.4498,1.8256,0
12.6715,11.728,2.0846,-15.7575,9.0043,8.7191,0
18.1853,12.8991,2.4836,-2.9115,11.1418,54.9825,0
74.667,18.3794,2.8987,23.594,63.4413,7.3061,0
77.0826,25.4232,3.4002,-53.2658,69.2391,5.0251,0
35.1728,28.8254,2.8724,22.1049,21.8924,28.8991,0
40.0276,31.8033,3.4876,20.6576,17.2156,19.335,0
32.5739,10.0389,2.4541,-27.9552,-26.0441,8.9499,0
46.9198,22.8517,2.9428,-21.7541,-36.2719,4.2278,0
54.0804,29.2149,3.0927,45.37,51.8585,9.9658,0
105.504,9.907,2.8543,-51.9041,-42.359,0.951,0
57.2696,17.3704,3.1754,-100.407,-25.5243,7.052,0
21.5813,9.9303,2.179,2.944,-15.3123,20.293,0
37.3461,18.3186,2.8754,25.7677,10.4355,8.741,0
40.2282,14.2514,2.8136,-27.9393,-19.3772,2.969,0
35.8551,15.7666,2.3493,35.1417,19.8454,34.3833,0
19.4637,12.3425,2.437,0.0227,-9.5704,22.3975,0
32.4618,22.3051,2.8768,-7.9589,-25.5485,38.508,0
22.3087,0.0028,2.1089,-2.5678,11.5485,19.732,0
32.6471,19.03,2.5792,49.912,13.2049,13.131,0
12.6838,11.6957,2.3233,-15.7928,9.6501,78.178,0
69.0334,24.6446,3.514,-62.4741,-51.18,4.914,0
73.882,26.8179,3.4736,-69.0678,51.8924,1.6503,0
91.7393,31.0841,3.6453,33.8395,-50.0945,0.0881,0
19.8208,7.3561,2.1658,-2.2636,8.9972,20.5231,0
24.3834,10.056,2.3233,14.5388,-15.1356,35.913,0
20.0971,11.0549,2.3522,8.341,-18.1926,19.4135,0
21.4458,17.2918,2.6835,17.2794,15.1165,34.2026,0
21.1522,6.9475,2.1021,22.6715,12.7983,24.7311,0
50.7769,15.7053,2.5353,34.1354,36.8926,3.9303,0
19.1347,10.1009,2.2355,-24.3193,-8.913,5.5012,0
28.8306,19.0918,2.7067,36.4891,13.5748,9.2923,0
77.2484,24.1328,2.5647,-73.038,30.1439,5.7357,0
22.3735,11.7884,2.5752,7.5774,15.7639,8.363,0
